Date,TMax,TMin,TAvg,TDep,HDD,CDD,Precip,NewSnow,SnowDepth
2011-04-19,71,54,62.5,5.3,2,0,0.00,0.0,0
2011-04-20,70,52,61.0,3.5,4,0,0.01,0.0,M
2011-04-21,64,46,55.0,-2.7,10,0,T,0.0,M
2011-04-22,61,42,51.5,-6.4,13,0,0.00,0.0,M
2011-04-23,69,46,57.5,-0.6,7,0,T,0.0,M
2011-04-24,63,51,57.0,-1.4,8,0,0.03,0.0,M
2011-04-25,67,47,57.0,-1.6,8,0,T,0.0,M
2011-04-26,68,41,54.5,-4.3,10,0,0.00,0.0,M
2011-04-27,70,43,56.5,-2.5,8,0,0.00,0.0,M
2011-04-28,65,47,56.0,-3.3,9,0,0.00,0.0,M
2011-04-29,68,37,52.5,-7.0,12,0,0.00,0.0,0
2011-04-30,74,45,59.5,-0.2,5,0,0.00,0.0,0
2011-05-01,79,37,58.0,-1.9,7,0,0.00,0.0,0
2011-05-02,80,43,61.5,1.4,3,0,0.00,0.0,0
2011-05-03,78,45,61.5,1.2,3,0,0.00,0.0,0
2011-05-04,87,49,68.0,7.5,0,3,0.00,0.0,0
2011-05-05,90,49,69.5,8.8,0,5,0.00,0.0,0
2011-05-06,69,48,58.5,-2.4,6,0,0.00,0.0,0
2011-05-07,65,47,56.0,-5.1,9,0,0.00,0.0,0
2011-05-08,62,48,55.0,-6.2,10,0,0.00,0.0,0
2011-05-09,67,45,56.0,-5.4,9,0,0.00,0.0,0
2011-05-10,76,41,58.5,-3.1,6,0,0.00,0.0,M
2011-05-11,63,49,56.0,-5.7,9,0,0.00,0.0,0
2011-05-12,75,48,61.5,-0.4,3,0,0.00,0.0,0
2011-05-13,69,45,57.0,-5.0,8,0,0.00,0.0,0
2011-05-14,60,47,53.5,-8.7,11,0,0.08,0.0,0
2011-05-15,58,44,51.0,-11.3,14,0,0.10,0.0,0
2011-05-16,60,43,51.5,-11.0,13,0,0.14,0.0,0
2011-05-17,60,50,55.0,-7.6,10,0,0.05,0.0,0
2011-05-18,68,49,58.5,-4.2,6,0,0.02,0.0,0
2011-05-19,77,42,59.5,-3.3,5,0,0.00,0.0,0
2011-05-20,75,47,61.0,-2.0,4,0,0.00,0.0,0
2011-05-21,70,50,60.0,-3.1,5,0,0.00,0.0,0
2011-05-22,68,48,58.0,-5.2,7,0,0.00,0.0,0
2011-05-23,69,49,59.0,-4.4,6,0,0.00,0.0,0
2011-05-24,71,48,59.5,-4.0,5,0,0.00,0.0,0
2011-05-25,62,47,54.5,-9.1,10,0,0.03,0.0,0
2011-05-26,67,47,57.0,-6.7,8,0,0.00,0.0,0
2011-05-27,68,50,59.0,-4.9,6,0,0.00,0.0,0
2011-05-28,67,48,57.5,-6.5,7,0,T,0.0,0
2011-05-29,70,45,57.5,-6.7,7,0,0.00,0.0,0
2011-05-30,66,49,57.5,-6.8,7,0,0.00,0.0,0
2011-05-31,62,49,55.5,-9.0,9,0,0.08,M,0
2011-06-01,64,43,53.5,-11.1,11,0,0.10,0.0,0
2011-06-02,68,46,57.0,-7.8,8,0,0.00,0.0,0
2011-06-03,67,43,55.0,-10.0,10,0,0.00,0.0,0
2011-06-04,65,53,59.0,-6.1,6,0,0.57,0.0,0
2011-06-05,69,53,61.0,-4.3,4,0,0.03,0.0,0
2011-06-06,69,54,61.5,-4.0,3,0,0.00,0.0,0
2011-06-07,76,52,64.0,-1.7,1,0,0.00,0.0,0
2011-06-08,75,52,63.5,-2.4,1,0,0.00,0.0,0
2011-06-09,83,50,66.5,0.4,0,2,0.00,0.0,0
2011-06-10,74,52,63.0,-3.3,2,0,0.00,0.0,0
2011-06-11,65,53,59.0,-7.5,6,0,0.00,0.0,0
2011-06-12,79,52,65.5,-1.2,0,1,0.00,0.0,0
2011-06-13,80,52,66.0,-1.0,0,1,0.00,0.0,0
2011-06-14,94,53,73.5,6.3,0,9,0.00,0.0,0
2011-06-15,94,58,76.0,8.6,0,11,0.00,0.0,0
2011-06-16,82,54,68.0,0.4,0,3,0.00,0.0,0
2011-06-17,80,52,66.0,-1.9,0,1,0.00,0.0,0
2011-06-18,83,51,67.0,-1.1,0,2,0.00,0.0,0
2011-06-19,91,54,72.5,4.1,0,8,0.00,0.0,0
2011-06-20,98,59,78.5,9.9,0,14,0.00,0.0,0
2011-06-21,101,61,81.0,12.2,0,16,0.00,0.0,M
2011-06-22,94,56,75.0,5.9,0,10,0.00,0.0,0
2011-06-23,82,54,68.0,-1.3,0,3,0.00,0.0,0
2011-06-24,84,51,67.5,-2.0,0,3,0.00,0.0,0
2011-06-25,78,52,65.0,-4.7,0,0,0.00,0.0,0
